,from,to,type,pathway
2162,Wnt1,Lrp5,Secreted Signaling,
2163,Wnt1,Fzd7_lrp5,Secreted Signaling,
2164,Wnt1,Fzd7,Secreted Signaling,
2165,Wnt1,Lrp5,Secreted Signaling,
2166,Wnt1,Fzd8_lrp5,Secreted Signaling,
2167,Wnt1,Lrp5,Secreted Signaling,
2168,Wnt1,Fzd9_lrp5,Secreted Signaling,
2169,Wnt1,Fzd9,Secreted Signaling,
2170,Wnt1,Lrp5,Secreted Signaling,
2171,Wnt10a,Fzd1_lrp5,Secreted Signaling,
2172,Wnt10a,Fzd1,Secreted Signaling,
2173,Wnt10a,Lrp5,Secreted Signaling,
2174,Wnt10a,Fzd10_lrp5,Secreted Signaling,
2175,Wnt10a,Fzd10,Secreted Signaling,
2176,Wnt10a,Lrp5,Secreted Signaling,
2177,Wnt10a,Fzd2_lrp5,Secreted Signaling,
2178,Wnt10a,Fzd2,Secreted Signaling,
2179,Wnt10a,Lrp5,Secreted Signaling,
2180,Wnt10a,Fzd3_lrp5,Secreted Signaling,
2181,Wnt10a,Fzd3,Secreted Signaling,
2182,Wnt10a,Lrp5,Secreted Signaling,
2183,Wnt10a,Fzd4_lrp5,Secreted Signaling,
2184,Wnt10a,Fzd4,Secreted Signaling,
2185,Wnt10a,Lrp5,Secreted Signaling,
2186,Wnt10a,Fzd5_lrp5,Secreted Signaling,
2187,Wnt10a,Fzd5,Secreted Signaling,
2188,Wnt10a,Lrp5,Secreted Signaling,
2189,Wnt10a,Fzd6_lrp5,Secreted Signaling,
2190,Wnt10a,Fzd6,Secreted Signaling,
2191,Wnt10a,Lrp5,Secreted Signaling,
2192,Wnt10a,Fzd7_lrp5,Secreted Signaling,
2193,Wnt10a,Fzd7,Secreted Signaling,
2194,Wnt10a,Lrp5,Secreted Signaling,
2195,Wnt10a,Fzd8_lrp5,Secreted Signaling,
2196,Wnt10a,Fzd8,Secreted Signaling,
2197,Wnt10a,Lrp5,Secreted Signaling,
2198,Wnt10a,Fzd9_lrp5,Secreted Signaling,
2199,Wnt10a,Fzd9,Secreted Signaling,
2200,Wnt10a,Lrp5,Secreted Signaling,
2201,Wnt10b,Fzd1_lrp5,Secreted Signaling,
2202,Wnt10b,Fzd1,Secreted Signaling,
2203,Wnt10b,Lrp5,Secreted Signaling,
2204,Wnt10b,Fzd10_lrp5,Secreted Signaling,
2205,Wnt10b,Fzd10,Secreted Signaling,
2206,Wnt10b,Lrp5,Secreted Signaling,
2207,Wnt10b,Fzd2_lrp5,Secreted Signaling,
2208,Wnt10b,Fzd2,Secreted Signaling,
2209,Wnt10b,Lrp5,Secreted Signaling,
2210,Wnt10b,Fzd3_lrp5,Secreted Signaling,
2211,Wnt10b,Fzd3,Secreted Signaling,
2212,Wnt10b,Lrp5,Secreted Signaling,
2213,Wnt10b,Fzd4_lrp5,Secreted Signaling,
2214,Wnt10b,Fzd4,Secreted Signaling,
2215,Wnt10b,Lrp5,Secreted Signaling,
2216,Wnt10b,Fzd5_lrp5,Secreted Signaling,
2217,Wnt10b,Fzd5,Secreted Signaling,
2218,Wnt10b,Lrp5,Secreted Signaling,
2219,Wnt10b,Fzd6_lrp5,Secreted Signaling,
2220,Wnt10b,Fzd6,Secreted Signaling,
2221,Wnt10b,Lrp5,Secreted Signaling,
2222,Wnt10b,Fzd7_lrp5,Secreted Signaling,
2223,Wnt10b,Fzd7,Secreted Signaling,
2224,Wnt10b,Lrp5,Secreted Signaling,
2225,Wnt10b,Fzd8_lrp5,Secreted Signaling,
2226,Wnt10b,Fzd8,Secreted Signaling,
2227,Wnt10b,Lrp5,Secreted Signaling,
2228,Wnt10b,Fzd9_lrp5,Secreted Signaling,
2229,Wnt10b,Fzd9,Secreted Signaling,
2230,Wnt10b,Lrp5,Secreted Signaling,
2231,Wnt16,Fzd1_lrp5,Secreted Signaling,
2232,Wnt16,Fzd1,Secreted Signaling,
2233,Wnt16,Lrp5,Secreted Signaling,
2234,Wnt16,Fzd10_lrp5,Secreted Signaling,
2235,Wnt16,Fzd10,Secreted Signaling,
2236,Wnt16,Lrp5,Secreted Signaling,
2237,Wnt16,Fzd2_lrp5,Secreted Signaling,
2238,Wnt16,Fzd2,Secreted Signaling,
2239,Wnt16,Lrp5,Secreted Signaling,
2240,Wnt16,Fzd3_lrp5,Secreted Signaling,
2241,Wnt16,Fzd3,Secreted Signaling,
2242,Wnt16,Lrp5,Secreted Signaling,
2243,Wnt16,Fzd4_lrp5,Secreted Signaling,
2244,Wnt16,Fzd4,Secreted Signaling,
2245,Wnt16,Lrp5,Secreted Signaling,
2246,Wnt16,Fzd5_lrp5,Secreted Signaling,
2247,Wnt16,Fzd5,Secreted Signaling,
2248,Wnt16,Lrp5,Secreted Signaling,
2249,Wnt16,Fzd6_lrp5,Secreted Signaling,
2250,Wnt16,Fzd6,Secreted Signaling,
2251,Wnt16,Lrp5,Secreted Signaling,
2252,Wnt16,Fzd7_lrp5,Secreted Signaling,
2253,Wnt16,Fzd7,Secreted Signaling,
2254,Wnt16,Lrp5,Secreted Signaling,
2255,Wnt16,Fzd8_lrp5,Secreted Signaling,
2256,Wnt16,Fzd8,Secreted Signaling,
2257,Wnt16,Lrp5,Secreted Signaling,
2258,Wnt16,Fzd9_lrp5,Secreted Signaling,
2259,Wnt16,Fzd9,Secreted Signaling,
2260,Wnt16,Lrp5,Secreted Signaling,
2261,Wnt2,Fzd1_lrp5,Secreted Signaling,
2262,Wnt2,Fzd1,Secreted Signaling,
2263,Wnt2,Lrp5,Secreted Signaling,
2264,Wnt2,Fzd10_lrp5,Secreted Signaling,
2265,Wnt2,Fzd10,Secreted Signaling,
2266,Wnt2,Lrp5,Secreted Signaling,
2267,Wnt2,Fzd2_lrp5,Secreted Signaling,
2268,Wnt2,Fzd2,Secreted Signaling,
2269,Wnt2,Lrp5,Secreted Signaling,
2270,Wnt2,Fzd3_lrp5,Secreted Signaling,
2271,Wnt2,Fzd3,Secreted Signaling,
2272,Wnt2,Lrp5,Secreted Signaling,
2273,Wnt2,Fzd4_lrp5,Secreted Signaling,
2274,Wnt2,Fzd4,Secreted Signaling,
2275,Wnt2,Lrp5,Secreted Signaling,
2276,Wnt2,Fzd5_lrp5,Secreted Signaling,
2277,Wnt2,Fzd5,Secreted Signaling,
2278,Wnt2,Lrp5,Secreted Signaling,
2279,Wnt2,Fzd6_lrp5,Secreted Signaling,
2280,Wnt2,Fzd6,Secreted Signaling,
2281,Wnt2,Lrp5,Secreted Signaling,
2282,Wnt2,Fzd7_lrp5,Secreted Signaling,
2283,Wnt2,Fzd7,Secreted Signaling,
2284,Wnt2,Lrp5,Secreted Signaling,
2285,Wnt2,Fzd8_lrp5,Secreted Signaling,
2286,Wnt2,Fzd8,Secreted Signaling,
2287,Wnt2,Lrp5,Secreted Signaling,
2288,Wnt2,Fzd9_lrp5,Secreted Signaling,
2289,Wnt2,Fzd9,Secreted Signaling,
2290,Wnt2,Lrp5,Secreted Signaling,
2291,Wnt2b,Fzd1_lrp5,Secreted Signaling,
2292,Wnt2b,Fzd1,Secreted Signaling,
2293,Wnt2b,Lrp5,Secreted Signaling,
2294,Wnt2b,Fzd10_lrp5,Secreted Signaling,
2295,Wnt2b,Fzd10,Secreted Signaling,
2296,Wnt2b,Lrp5,Secreted Signaling,
2297,Wnt2b,Fzd2_lrp5,Secreted Signaling,
2298,Wnt2b,Fzd2,Secreted Signaling,
2299,Wnt2b,Lrp5,Secreted Signaling,
2300,Wnt2b,Fzd3_lrp5,Secreted Signaling,
2301,Wnt2b,Fzd3,Secreted Signaling,
2302,Wnt2b,Lrp5,Secreted Signaling,
2303,Wnt2b,Fzd4_lrp5,Secreted Signaling,
2304,Wnt2b,Fzd4,Secreted Signaling,
2305,Wnt2b,Lrp5,Secreted Signaling,
2306,Wnt2b,Fzd5_lrp5,Secreted Signaling,
2307,Wnt2b,Fzd5,Secreted Signaling,
2308,Wnt2b,Lrp5,Secreted Signaling,
2309,Wnt2b,Fzd6_lrp5,Secreted Signaling,
2310,Wnt2b,Fzd6,Secreted Signaling,
2311,Wnt2b,Lrp5,Secreted Signaling,
2312,Wnt2b,Fzd7_lrp5,Secreted Signaling,
2313,Wnt2b,Fzd7,Secreted Signaling,
2314,Wnt2b,Lrp5,Secreted Signaling,
2315,Wnt2b,Fzd8_lrp5,Secreted Signaling,
2316,Wnt2b,Fzd8,Secreted Signaling,
2317,Wnt2b,Lrp5,Secreted Signaling,
2318,Wnt2b,Fzd9_lrp5,Secreted Signaling,
2319,Wnt2b,Fzd9,Secreted Signaling,
2320,Wnt2b,Lrp5,Secreted Signaling,
2321,Wnt3,Fzd1_lrp5,Secreted Signaling,
2322,Wnt3,Fzd1,Secreted Signaling,
2323,Wnt3,Lrp5,Secreted Signaling,
2324,Wnt3,Fzd10_lrp5,Secreted Signaling,
2325,Wnt3,Fzd10,Secreted Signaling,
2326,Wnt3,Lrp5,Secreted Signaling,
2327,Wnt3,Fzd2_lrp5,Secreted Signaling,
2328,Wnt3,Fzd2,Secreted Signaling,
2329,Wnt3,Lrp5,Secreted Signaling,
2330,Wnt3,Fzd3_lrp5,Secreted Signaling,
2331,Wnt3,Fzd3,Secreted Signaling,
2332,Wnt3,Lrp5,Secreted Signaling,
2333,Wnt3,Fzd4_lrp5,Secreted Signaling,
2334,Wnt3,Fzd4,Secreted Signaling,
2335,Wnt3,Lrp5,Secreted Signaling,
2336,Wnt3,Fzd5_lrp5,Secreted Signaling,
2337,Wnt3,Fzd5,Secreted Signaling,
2338,Wnt3,Lrp5,Secreted Signaling,
2339,Wnt3,Fzd6_lrp5,Secreted Signaling,
2340,Wnt3,Fzd6,Secreted Signaling,
2341,Wnt3,Lrp5,Secreted Signaling,
2342,Wnt3,Fzd7_lrp5,Secreted Signaling,
2343,Wnt3,Fzd7,Secreted Signaling,
2344,Wnt3,Lrp5,Secreted Signaling,
2345,Wnt3,Fzd8_lrp5,Secreted Signaling,
2346,Wnt3,Lrp5,Secreted Signaling,
2347,Wnt3,Fzd9_lrp5,Secreted Signaling,
2348,Wnt3,Fzd9,Secreted Signaling,
2349,Wnt3,Lrp5,Secreted Signaling,
2350,Wnt3a,Fzd1_lrp5,Secreted Signaling,
2351,Wnt3a,Fzd1,Secreted Signaling,
2352,Wnt3a,Lrp5,Secreted Signaling,
2353,Wnt3a,Fzd10_lrp5,Secreted Signaling,
2354,Wnt3a,Fzd10,Secreted Signaling,
2355,Wnt3a,Lrp5,Secreted Signaling,
2356,Wnt3a,Fzd2_lrp5,Secreted Signaling,
2357,Wnt3a,Fzd2,Secreted Signaling,
2358,Wnt3a,Lrp5,Secreted Signaling,
2359,Wnt3a,Fzd3_lrp5,Secreted Signaling,
2360,Wnt3a,Fzd3,Secreted Signaling,
2361,Wnt3a,Lrp5,Secreted Signaling,
2362,Wnt3a,Fzd4_lrp5,Secreted Signaling,
2363,Wnt3a,Fzd4,Secreted Signaling,
2364,Wnt3a,Lrp5,Secreted Signaling,
2365,Wnt3a,Fzd5_lrp5,Secreted Signaling,
2366,Wnt3a,Fzd5,Secreted Signaling,
2367,Wnt3a,Lrp5,Secreted Signaling,
2368,Wnt3a,Fzd6_lrp5,Secreted Signaling,
2369,Wnt3a,Fzd6,Secreted Signaling,
2370,Wnt3a,Lrp5,Secreted Signaling,
2371,Wnt3a,Fzd7_lrp5,Secreted Signaling,
2372,Wnt3a,Fzd7,Secreted Signaling,
2373,Wnt3a,Lrp5,Secreted Signaling,
2374,Wnt3a,Fzd8_lrp5,Secreted Signaling,
2375,Wnt3a,Lrp5,Secreted Signaling,
2376,Wnt3a,Fzd9_lrp5,Secreted Signaling,
2377,Wnt3a,Fzd9,Secreted Signaling,
2378,Wnt3a,Lrp5,Secreted Signaling,
2379,Wnt4,Fzd1_lrp5,Secreted Signaling,
2380,Wnt4,Fzd1,Secreted Signaling,
2381,Wnt4,Lrp5,Secreted Signaling,
2382,Wnt4,Fzd10_lrp5,Secreted Signaling,
2383,Wnt4,Fzd10,Secreted Signaling,
2384,Wnt4,Lrp5,Secreted Signaling,
2385,Wnt4,Fzd2_lrp5,Secreted Signaling,
2386,Wnt4,Fzd2,Secreted Signaling,
2387,Wnt4,Lrp5,Secreted Signaling,
2388,Wnt4,Fzd3_lrp5,Secreted Signaling,
2389,Wnt4,Fzd3,Secreted Signaling,
2390,Wnt4,Lrp5,Secreted Signaling,
2391,Wnt4,Fzd4_lrp5,Secreted Signaling,
2392,Wnt4,Fzd4,Secreted Signaling,
2393,Wnt4,Lrp5,Secreted Signaling,
2394,Wnt4,Fzd5_lrp5,Secreted Signaling,
2395,Wnt4,Fzd5,Secreted Signaling,
2396,Wnt4,Lrp5,Secreted Signaling,
2397,Wnt4,Fzd6_lrp5,Secreted Signaling,
2398,Wnt4,Fzd6,Secreted Signaling,
2399,Wnt4,Lrp5,Secreted Signaling,
2400,Wnt4,Fzd7_lrp5,Secreted Signaling,
2401,Wnt4,Fzd7,Secreted Signaling,
2402,Wnt4,Lrp5,Secreted Signaling,
2403,Wnt4,Fzd8_lrp5,Secreted Signaling,
2404,Wnt4,Fzd8,Secreted Signaling,
2405,Wnt4,Lrp5,Secreted Signaling,
2406,Wnt4,Fzd9_lrp5,Secreted Signaling,
2407,Wnt4,Fzd9,Secreted Signaling,
2408,Wnt4,Lrp5,Secreted Signaling,
2409,Wnt6,Fzd1_lrp5,Secreted Signaling,
2410,Wnt6,Fzd1,Secreted Signaling,
2411,Wnt6,Lrp5,Secreted Signaling,
2412,Wnt6,Fzd10_lrp5,Secreted Signaling,
2413,Wnt6,Fzd10,Secreted Signaling,
2414,Wnt6,Lrp5,Secreted Signaling,
2415,Wnt6,Fzd2_lrp5,Secreted Signaling,
2416,Wnt6,Fzd2,Secreted Signaling,
2417,Wnt6,Lrp5,Secreted Signaling,
2418,Wnt6,Fzd3_lrp5,Secreted Signaling,
2419,Wnt6,Fzd3,Secreted Signaling,
2420,Wnt6,Lrp5,Secreted Signaling,
2421,Wnt6,Fzd4_lrp5,Secreted Signaling,
2422,Wnt6,Fzd4,Secreted Signaling,
2423,Wnt6,Lrp5,Secreted Signaling,
2424,Wnt6,Fzd5_lrp5,Secreted Signaling,
2425,Wnt6,Fzd5,Secreted Signaling,
2426,Wnt6,Lrp5,Secreted Signaling,
2427,Wnt6,Fzd6_lrp5,Secreted Signaling,
2428,Wnt6,Fzd6,Secreted Signaling,
2429,Wnt6,Lrp5,Secreted Signaling,
2430,Wnt6,Fzd7_lrp5,Secreted Signaling,
2431,Wnt6,Fzd7,Secreted Signaling,
2432,Wnt6,Lrp5,Secreted Signaling,
2433,Wnt6,Fzd8_lrp5,Secreted Signaling,
2434,Wnt6,Fzd8,Secreted Signaling,
2435,Wnt6,Lrp5,Secreted Signaling,
2436,Wnt6,Fzd9_lrp5,Secreted Signaling,
2437,Wnt6,Fzd9,Secreted Signaling,
2438,Wnt6,Lrp5,Secreted Signaling,
2439,Wnt7a,Fzd1_lrp5,Secreted Signaling,
2440,Wnt7a,Fzd1,Secreted Signaling,
2441,Wnt7a,Lrp5,Secreted Signaling,
2442,Wnt7a,Fzd10_lrp5,Secreted Signaling,
2443,Wnt7a,Fzd10,Secreted Signaling,
2444,Wnt7a,Lrp5,Secreted Signaling,
2445,Wnt7a,Fzd2_lrp5,Secreted Signaling,
2446,Wnt7a,Fzd2,Secreted Signaling,
2447,Wnt7a,Lrp5,Secreted Signaling,
2448,Wnt7a,Fzd3_lrp5,Secreted Signaling,
2449,Wnt7a,Fzd3,Secreted Signaling,
2450,Wnt7a,Lrp5,Secreted Signaling,
2451,Wnt7a,Fzd4_lrp5,Secreted Signaling,
2452,Wnt7a,Fzd4,Secreted Signaling,
2453,Wnt7a,Lrp5,Secreted Signaling,
2454,Wnt7a,Fzd5_lrp5,Secreted Signaling,
2455,Wnt7a,Fzd5,Secreted Signaling,
2456,Wnt7a,Lrp5,Secreted Signaling,
2457,Wnt7a,Fzd6_lrp5,Secreted Signaling,
2458,Wnt7a,Fzd6,Secreted Signaling,
2459,Wnt7a,Lrp5,Secreted Signaling,
2460,Wnt7a,Fzd7_lrp5,Secreted Signaling,
2461,Wnt7a,Fzd7,Secreted Signaling,
2462,Wnt7a,Lrp5,Secreted Signaling,
2463,Wnt7a,Fzd8_lrp5,Secreted Signaling,
2464,Wnt7a,Fzd8,Secreted Signaling,
2465,Wnt7a,Lrp5,Secreted Signaling,
2466,Wnt7a,Fzd9_lrp5,Secreted Signaling,
2467,Wnt7a,Fzd9,Secreted Signaling,
2468,Wnt7a,Lrp5,Secreted Signaling,
2469,Wnt7b,Fzd1_lrp5,Secreted Signaling,
2470,Wnt7b,Fzd1,Secreted Signaling,
2471,Wnt7b,Lrp5,Secreted Signaling,
2472,Wnt7b,Fzd10_lrp5,Secreted Signaling,
2473,Wnt7b,Fzd10,Secreted Signaling,
2474,Wnt7b,Lrp5,Secreted Signaling,
2475,Wnt7b,Fzd2_lrp5,Secreted Signaling,
2476,Wnt7b,Fzd2,Secreted Signaling,
2477,Wnt7b,Lrp5,Secreted Signaling,
2478,Wnt7b,Fzd3_lrp5,Secreted Signaling,
2479,Wnt7b,Fzd3,Secreted Signaling,
2480,Wnt7b,Lrp5,Secreted Signaling,
2481,Wnt7b,Fzd4_lrp5,Secreted Signaling,
2482,Wnt7b,Fzd4,Secreted Signaling,
2483,Wnt7b,Lrp5,Secreted Signaling,
2484,Wnt7b,Fzd5_lrp5,Secreted Signaling,
2485,Wnt7b,Fzd5,Secreted Signaling,
2486,Wnt7b,Lrp5,Secreted Signaling,
2487,Wnt7b,Fzd6_lrp5,Secreted Signaling,
2488,Wnt7b,Fzd6,Secreted Signaling,
2489,Wnt7b,Lrp5,Secreted Signaling,
2490,Wnt7b,Fzd7_lrp5,Secreted Signaling,
2491,Wnt7b,Fzd7,Secreted Signaling,
2492,Wnt7b,Lrp5,Secreted Signaling,
2493,Wnt7b,Fzd8_lrp5,Secreted Signaling,
2494,Wnt7b,Fzd8,Secreted Signaling,
2495,Wnt7b,Lrp5,Secreted Signaling,
2496,Wnt7b,Fzd9_lrp5,Secreted Signaling,
2497,Wnt7b,Fzd9,Secreted Signaling,
2498,Wnt7b,Lrp5,Secreted Signaling,
2499,Wnt8a,Fzd1_lrp5,Secreted Signaling,
2500,Wnt8a,Fzd1,Secreted Signaling,
2501,Wnt8a,Lrp5,Secreted Signaling,
2502,Wnt8a,Fzd10_lrp5,Secreted Signaling,
2503,Wnt8a,Fzd10,Secreted Signaling,
2504,Wnt8a,Lrp5,Secreted Signaling,
2505,Wnt8a,Fzd2_lrp5,Secreted Signaling,
2506,Wnt8a,Fzd2,Secreted Signaling,
2507,Wnt8a,Lrp5,Secreted Signaling,
2508,Wnt8a,Fzd3_lrp5,Secreted Signaling,
2509,Wnt8a,Fzd3,Secreted Signaling,
2510,Wnt8a,Lrp5,Secreted Signaling,
2511,Wnt8a,Fzd4_lrp5,Secreted Signaling,
2512,Wnt8a,Fzd4,Secreted Signaling,
2513,Wnt8a,Lrp5,Secreted Signaling,
2514,Wnt8a,Fzd5_lrp5,Secreted Signaling,
2515,Wnt8a,Fzd5,Secreted Signaling,
2516,Wnt8a,Lrp5,Secreted Signaling,
2517,Wnt8a,Fzd6_lrp5,Secreted Signaling,
2518,Wnt8a,Fzd6,Secreted Signaling,
2519,Wnt8a,Lrp5,Secreted Signaling,
2520,Wnt8a,Fzd7_lrp5,Secreted Signaling,
2521,Wnt8a,Fzd7,Secreted Signaling,
2522,Wnt8a,Lrp5,Secreted Signaling,
2523,Wnt8a,Fzd8_lrp5,Secreted Signaling,
2524,Wnt8a,Fzd8,Secreted Signaling,
2525,Wnt8a,Lrp5,Secreted Signaling,
2526,Wnt8a,Fzd9_lrp5,Secreted Signaling,
2527,Wnt8a,Fzd9,Secreted Signaling,
2528,Wnt8a,Lrp5,Secreted Signaling,
2529,Wnt8b,Fzd1_lrp5,Secreted Signaling,
2530,Wnt8b,Fzd1,Secreted Signaling,
2531,Wnt8b,Lrp5,Secreted Signaling,
2532,Wnt8b,Fzd10_lrp5,Secreted Signaling,
2533,Wnt8b,Fzd10,Secreted Signaling,
2534,Wnt8b,Lrp5,Secreted Signaling,
2535,Wnt8b,Fzd2_lrp5,Secreted Signaling,
2536,Wnt8b,Fzd2,Secreted Signaling,
2537,Wnt8b,Lrp5,Secreted Signaling,
2538,Wnt8b,Fzd3_lrp5,Secreted Signaling,
2539,Wnt8b,Fzd3,Secreted Signaling,
2540,Wnt8b,Lrp5,Secreted Signaling,
2541,Wnt8b,Fzd4_lrp5,Secreted Signaling,
2542,Wnt8b,Fzd4,Secreted Signaling,
2543,Wnt8b,Lrp5,Secreted Signaling,
2544,Wnt8b,Fzd5_lrp5,Secreted Signaling,
2545,Wnt8b,Fzd5,Secreted Signaling,
2546,Wnt8b,Lrp5,Secreted Signaling,
2547,Wnt8b,Fzd6_lrp5,Secreted Signaling,
2548,Wnt8b,Fzd6,Secreted Signaling,
2549,Wnt8b,Lrp5,Secreted Signaling,
2550,Wnt8b,Fzd7_lrp5,Secreted Signaling,
2551,Wnt8b,Fzd7,Secreted Signaling,
2552,Wnt8b,Lrp5,Secreted Signaling,
2553,Wnt8b,Fzd8_lrp5,Secreted Signaling,
2554,Wnt8b,Fzd8,Secreted Signaling,
2555,Wnt8b,Lrp5,Secreted Signaling,
2556,Wnt8b,Fzd9_lrp5,Secreted Signaling,
2557,Wnt8b,Fzd9,Secreted Signaling,
2558,Wnt8b,Lrp5,Secreted Signaling,
2559,Wnt9a,Fzd1_lrp5,Secreted Signaling,
2560,Wnt9a,Fzd1,Secreted Signaling,
2561,Wnt9a,Lrp5,Secreted Signaling,
2562,Wnt9a,Fzd10_lrp5,Secreted Signaling,
2563,Wnt9a,Fzd10,Secreted Signaling,
2564,Wnt9a,Lrp5,Secreted Signaling,
2565,Wnt9a,Fzd2_lrp5,Secreted Signaling,
2566,Wnt9a,Fzd2,Secreted Signaling,
2567,Wnt9a,Lrp5,Secreted Signaling,
2568,Wnt9a,Fzd3_lrp5,Secreted Signaling,
2569,Wnt9a,Fzd3,Secreted Signaling,
2570,Wnt9a,Lrp5,Secreted Signaling,
2571,Wnt9a,Fzd4_lrp5,Secreted Signaling,
2572,Wnt9a,Fzd4,Secreted Signaling,
2573,Wnt9a,Lrp5,Secreted Signaling,
2574,Wnt9a,Fzd5_lrp5,Secreted Signaling,
2575,Wnt9a,Fzd5,Secreted Signaling,
2576,Wnt9a,Lrp5,Secreted Signaling,
2577,Wnt9a,Fzd6_lrp5,Secreted Signaling,
2578,Wnt9a,Fzd6,Secreted Signaling,
2579,Wnt9a,Lrp5,Secreted Signaling,
2580,Wnt9a,Fzd7_lrp5,Secreted Signaling,
2581,Wnt9a,Fzd7,Secreted Signaling,
2582,Wnt9a,Lrp5,Secreted Signaling,
2583,Wnt9a,Fzd8_lrp5,Secreted Signaling,
2584,Wnt9a,Fzd8,Secreted Signaling,
2585,Wnt9a,Lrp5,Secreted Signaling,
2586,Wnt9a,Fzd9_lrp5,Secreted Signaling,
2587,Wnt9a,Fzd9,Secreted Signaling,
2588,Wnt9a,Lrp5,Secreted Signaling,
2589,Wnt9b,Fzd1_lrp5,Secreted Signaling,
2590,Wnt9b,Fzd1,Secreted Signaling,
2591,Wnt9b,Lrp5,Secreted Signaling,
2592,Wnt9b,Fzd10_lrp5,Secreted Signaling,
2593,Wnt9b,Fzd10,Secreted Signaling,
2594,Wnt9b,Lrp5,Secreted Signaling,
2595,Wnt9b,Fzd2_lrp5,Secreted Signaling,
2596,Wnt9b,Fzd2,Secreted Signaling,
2597,Wnt9b,Lrp5,Secreted Signaling,
2598,Wnt9b,Fzd3_lrp5,Secreted Signaling,
2599,Wnt9b,Fzd3,Secreted Signaling,
2600,Wnt9b,Lrp5,Secreted Signaling,
2601,Wnt9b,Fzd4_lrp5,Secreted Signaling,
2602,Wnt9b,Fzd4,Secreted Signaling,
2603,Wnt9b,Lrp5,Secreted Signaling,
2604,Wnt9b,Fzd5_lrp5,Secreted Signaling,
2605,Wnt9b,Fzd5,Secreted Signaling,
2606,Wnt9b,Lrp5,Secreted Signaling,
2607,Wnt9b,Fzd6_lrp5,Secreted Signaling,
2608,Wnt9b,Fzd6,Secreted Signaling,
2609,Wnt9b,Lrp5,Secreted Signaling,
2610,Wnt9b,Fzd7_lrp5,Secreted Signaling,
2611,Wnt9b,Fzd7,Secreted Signaling,
2612,Wnt9b,Lrp5,Secreted Signaling,
2613,Wnt9b,Fzd8_lrp5,Secreted Signaling,
2614,Wnt9b,Fzd8,Secreted Signaling,
2615,Wnt9b,Lrp5,Secreted Signaling,
2616,Wnt9b,Fzd9_lrp5,Secreted Signaling,
2617,Wnt9b,Fzd9,Secreted Signaling,
2618,Wnt9b,Lrp5,Secreted Signaling,
2619,Wnt1,Fzd1_lrp6,Secreted Signaling,
2620,Wnt1,Fzd1,Secreted Signaling,
2621,Wnt1,Lrp6,Secreted Signaling,
2622,Wnt1,Fzd10_lrp6,Secreted Signaling,
2623,Wnt1,Fzd10,Secreted Signaling,
2624,Wnt1,Lrp6,Secreted Signaling,
2625,Wnt1,Fzd2_lrp6,Secreted Signaling,
2626,Wnt1,Fzd2,Secreted Signaling,
2627,Wnt1,Lrp6,Secreted Signaling,
2628,Wnt1,Fzd3_lrp6,Secreted Signaling,
2629,Wnt1,Fzd3,Secreted Signaling,
2630,Wnt1,Lrp6,Secreted Signaling,
2631,Wnt1,Fzd4_lrp6,Secreted Signaling,
2632,Wnt1,Fzd4,Secreted Signaling,
2633,Wnt1,Lrp6,Secreted Signaling,
2634,Wnt1,Fzd5_lrp6,Secreted Signaling,
2635,Wnt1,Fzd5,Secreted Signaling,
2636,Wnt1,Lrp6,Secreted Signaling,
2637,Wnt1,Fzd6_lrp6,Secreted Signaling,
2638,Wnt1,Fzd6,Secreted Signaling,
2639,Wnt1,Lrp6,Secreted Signaling,
2640,Wnt1,Fzd7_lrp6,Secreted Signaling,
2641,Wnt1,Fzd7,Secreted Signaling,
2642,Wnt1,Lrp6,Secreted Signaling,
2643,Wnt1,Fzd8_lrp6,Secreted Signaling,
2644,Wnt1,Lrp6,Secreted Signaling,
2645,Wnt1,Fzd9_lrp6,Secreted Signaling,
2646,Wnt1,Fzd9,Secreted Signaling,
2647,Wnt1,Lrp6,Secreted Signaling,
2648,Wnt10a,Fzd1_lrp6,Secreted Signaling,
2649,Wnt10a,Fzd1,Secreted Signaling,
2650,Wnt10a,Lrp6,Secreted Signaling,
2651,Wnt10a,Fzd10_lrp6,Secreted Signaling,
2652,Wnt10a,Fzd10,Secreted Signaling,
2653,Wnt10a,Lrp6,Secreted Signaling,
2654,Wnt10a,Fzd2_lrp6,Secreted Signaling,
2655,Wnt10a,Fzd2,Secreted Signaling,
2656,Wnt10a,Lrp6,Secreted Signaling,
2657,Wnt10a,Fzd3_lrp6,Secreted Signaling,
2658,Wnt10a,Fzd3,Secreted Signaling,
2659,Wnt10a,Lrp6,Secreted Signaling,
2660,Wnt10a,Fzd4_lrp6,Secreted Signaling,
2661,Wnt10a,Fzd4,Secreted Signaling,
2662,Wnt10a,Lrp6,Secreted Signaling,
2663,Wnt10a,Fzd5_lrp6,Secreted Signaling,
2664,Wnt10a,Fzd5,Secreted Signaling,
2665,Wnt10a,Lrp6,Secreted Signaling,
2666,Wnt10a,Fzd6_lrp6,Secreted Signaling,
2667,Wnt10a,Fzd6,Secreted Signaling,
2668,Wnt10a,Lrp6,Secreted Signaling,
2669,Wnt10a,Fzd7_lrp6,Secreted Signaling,
2670,Wnt10a,Fzd7,Secreted Signaling,
2671,Wnt10a,Lrp6,Secreted Signaling,
2672,Wnt10a,Fzd8_lrp6,Secreted Signaling,
2673,Wnt10a,Fzd8,Secreted Signaling,
