,from,to,pathway,database
12807,E(spl)mbeta-HLH,E(spl)mdelta-HLH,ppi,ppi
12808,Rab2,CG9356,ppi,ppi
12809,Rab4,Grip84,ppi,ppi
12810,Rab39,ema,ppi,ppi
12811,grk,rho,ppi,ppi
12812,baf,bocks,ppi,ppi
12813,baf,bocks,ppi,ppi
12814,gig,14-3-3epsilon,ppi,ppi
12815,gig,14-3-3epsilon,ppi,ppi
12816,Tor,rictor,ppi,ppi
12817,raptor,S6k,ppi,ppi
12818,Act42A,Lasp,ppi,ppi
12819,Act42A,Lasp,ppi,ppi
12820,blow,Crk,ppi,ppi
12821,Act88F,Ubi-p63E,ppi,ppi
12822,Arf79F,AP-1-2beta,ppi,ppi
12823,Drep2,CG7903,ppi,ppi
12824,sns,hbs,ppi,ppi
12825,slbo,slbo,ppi,ppi
12826,chico,Vps4,ppi,ppi
12827,UQCR-14,UQCR-11,ppi,ppi
12828,Pp1-87B,REPTOR,ppi,ppi
12829,SerRS,Vps4,ppi,ppi
12830,EcR,Usp7,ppi,ppi
12831,Cp190,CG7099,ppi,ppi
12832,unk,raptor,ppi,ppi
12833,regucalcin,Adk2,ppi,ppi
12834,Tor,REPTOR,ppi,ppi
12835,spag,CG16908,ppi,ppi
12836,Mlc1,wupA,ppi,ppi
12837,cype,COX5A,ppi,ppi
12838,msn,Sin1,ppi,ppi
12839,His2A,Nph,ppi,ppi
12840,Gfat2,Vps4,ppi,ppi
12841,cype,COX4,ppi,ppi
12842,ken,Ada2b,ppi,ppi
12843,sns,sns,ppi,ppi
12844,Ten-a,Ten-a,ppi,ppi
12845,Ten-a,Ten-a,ppi,ppi
12846,fz2,Grip,ppi,ppi
12847,fz2,Grip,ppi,ppi
12848,Nc73EF,wupA,ppi,ppi
12849,gt,gt,ppi,ppi
12850,gt,gt,ppi,ppi
12851,Marf,Opa1,ppi,ppi
12852,GluProRS,Vps4,ppi,ppi
12853,14-3-3epsilon,rictor,ppi,ppi
12854,Nrg,Nrg,ppi,ppi
12855,Nrg,Nrg,ppi,ppi
12856,Nrg,Nrg,ppi,ppi
12857,REPTOR,Pp2A-29B,ppi,ppi
12858,ScsbetaG,Vps4,ppi,ppi
12859,Drep2,crb,ppi,ppi
12860,CG16813,Pif1A,ppi,ppi
12861,smo,Smurf,ppi,ppi
12862,smo,Smurf,ppi,ppi
12863,png,png,ppi,ppi
12864,Rab4,Vps52,ppi,ppi
12865,Rab6,Sec71,ppi,ppi
12866,Rab39,unc-104,ppi,ppi
12867,Rab5,Uvrag,ppi,ppi
12868,twi,twi,ppi,ppi
12869,Rab2,gammaTub23C,ppi,ppi
12870,Rab5,Atg6,ppi,ppi
12871,pbl,Cdc42,ppi,ppi
12872,pbl,Cdc42,ppi,ppi
12873,E(spl)mgamma-HLH,E(spl)mgamma-HLH,ppi,ppi
12874,Rab6,CG5555,ppi,ppi
12875,Rab2,p115,ppi,ppi
12876,hth,Ubx,ppi,ppi
12877,gro,run,ppi,ppi
12878,gro,run,ppi,ppi
12879,gro,run,ppi,ppi
12880,rictor,Sin1,ppi,ppi
12881,rictor,Sin1,ppi,ppi
12882,Tm1,Tm1,ppi,ppi
12883,Tm1,Tm1,ppi,ppi
12884,CREG,CREG,ppi,ppi
12885,His2A,His4,ppi,ppi
12886,His2A,His4,ppi,ppi
12887,His2A,His4,ppi,ppi
12888,His2A,His4,ppi,ppi
12889,His2A,His4,ppi,ppi
12890,His3,Nlp,ppi,ppi
12891,His3,Nlp,ppi,ppi
12892,His3,Nlp,ppi,ppi
12893,Ada2b,Alh,ppi,ppi
12894,tbrd-2,tbrd-3,ppi,ppi
12895,Tor,lqfR,ppi,ppi
12896,ATPsynbeta,ATPsynB,ppi,ppi
12897,Nprl2,Nprl3,ppi,ppi
12898,scat,Arl5,ppi,ppi
12899,14-3-3zeta,foxo,ppi,ppi
12900,14-3-3zeta,foxo,ppi,ppi
12901,HLH54F,da,ppi,ppi
12902,Vps52,Arl5,ppi,ppi
12903,His2A,Nap1,ppi,ppi
12904,His2A,Nap1,ppi,ppi
12905,His2A,Nap1,ppi,ppi
12906,His2A,Nap1,ppi,ppi
12907,His2A,Nap1,ppi,ppi
12908,His2A,Nap1,ppi,ppi
12909,Arf79F,AP-1gamma,ppi,ppi
12910,ATPsynF,Cpr78E,ppi,ppi
12911,CG11970,Ada2b,ppi,ppi
12912,PAPLA1,Sec31,ppi,ppi
12913,retn,retn,ppi,ppi
12914,UQCR-14,Cyt-c1,ppi,ppi
12915,ERR,Ada2b,ppi,ppi
12916,UQCR-Q,UQCR-11,ppi,ppi
12917,ATPsynbeta,Opa1,ppi,ppi
12918,Lk,Lkr,ppi,ppi
12919,Pi3K21B,jub,ppi,ppi
12920,CSN4,Thor,ppi,ppi
12921,Crk,Vrp1,ppi,ppi
12922,Crk,Vrp1,ppi,ppi
12923,kay,CG16815,ppi,ppi
12924,CG7786,CG7786,ppi,ppi
12925,14-3-3epsilon,REPTOR,ppi,ppi
12926,Taf1,Taf12,ppi,ppi
12927,Taf1,Taf12,ppi,ppi
12928,ATPsynbeta,ATPsynG,ppi,ppi
12929,Taf4,Taf11,ppi,ppi
12930,EndoG,Diap1,ppi,ppi
12931,Khc,ens,ppi,ppi
12932,dock,msn,ppi,ppi
12933,Mhc,Mhc,ppi,ppi
12934,E(spl)m5-HLH,da,ppi,ppi
12935,E(spl)m5-HLH,da,ppi,ppi
12936,E(spl)m5-HLH,da,ppi,ppi
12937,Rab30,Als2,ppi,ppi
12938,Rab11,CG34133,ppi,ppi
12939,Rab14,Fis1,ppi,ppi
12940,l(2)efl,cher,ppi,ppi
12941,Rab19,Atg16,ppi,ppi
12942,Rab19,Atg16,ppi,ppi
12943,Rab2,Echs1,ppi,ppi
12944,Su(var)205,Stat92E,ppi,ppi
12945,Lar,InR,ppi,ppi
12946,Lar,InR,ppi,ppi
12947,Hayan,PPO1,ppi,ppi
12948,His3,Kdm4B,ppi,ppi
12949,Rab5,CG1513,ppi,ppi
12950,fru,Ada2b,ppi,ppi
12951,ari-2,Ubc10,ppi,ppi
12952,Vps24,Vps4,ppi,ppi
12953,smt3,wupA,ppi,ppi
12954,l(1)G0156,Vps4,ppi,ppi
12955,CG16813,maf-S,ppi,ppi
12956,Dronc,Ubr3,ppi,ppi
12957,Hr3,Ada2b,ppi,ppi
12958,Cp190,pzg,ppi,ppi
12959,Cp190,pzg,ppi,ppi
12960,vri,CG16813,ppi,ppi
12961,CCT6,Lst8,ppi,ppi
12962,mt:CoI,COX4,ppi,ppi
12963,Ada2b,zf30C,ppi,ppi
12964,Tm2,Tm2,ppi,ppi
12965,ninaE,PAPLA1,ppi,ppi
12966,stc,Ada2b,ppi,ppi
12967,pita,ZIPIC,ppi,ppi
12968,gt,kay,ppi,ppi
12969,Lcp65Ad,Drep2,ppi,ppi
12970,Pi3K21B,pall,ppi,ppi
12971,Pi3K21B,pall,ppi,ppi
12972,Thor,Lst8,ppi,ppi
12973,His2B,Nap1,ppi,ppi
12974,His2B,Nap1,ppi,ppi
12975,His2B,Nap1,ppi,ppi
12976,His2B,Nap1,ppi,ppi
12977,His2B,Nap1,ppi,ppi
12978,His2B,Nap1,ppi,ppi
12979,Tsc1,CG6182,ppi,ppi
12980,Ada2b,GATAe,ppi,ppi
12981,Tapdelta,Vps4,ppi,ppi
12982,Arf102F,alphaCOP,ppi,ppi
12983,EndoG,Diap1,ppi,ppi
12984,EndoG,Diap1,ppi,ppi
12985,Arf102F,AP-1mu,ppi,ppi
12986,raptor,Thor,ppi,ppi
12987,BEAF-32,CG7099,ppi,ppi
12988,msn,sigmar,ppi,ppi
12989,l(3)mbt,Ada2b,ppi,ppi
12990,dve,Ada2b,ppi,ppi
12991,Pgam5,Pink1,ppi,ppi
12992,cora,Dg,ppi,ppi
12993,raptor,REPTOR,ppi,ppi
12994,Gpdh1,wupA,ppi,ppi
12995,Tor,Sin1,ppi,ppi
12996,Tor,Sin1,ppi,ppi
12997,Arf79F,gammaCOP,ppi,ppi
12998,mbo,Drep2,ppi,ppi
12999,Arf79F,Gmap,ppi,ppi
13000,grk,rho,ppi,ppi
13001,grk,rho,ppi,ppi
13002,Uba2,DNApol-alpha180,ppi,ppi
13003,RpL15,InR,ppi,ppi
13004,Rab2,Vps39,ppi,ppi
13005,Rab2,Vps39,ppi,ppi
13006,Rab2,Vps39,ppi,ppi
13007,Rab2,Vps39,ppi,ppi
13008,gro,hkb,ppi,ppi
13009,gro,hkb,ppi,ppi
13010,gro,hkb,ppi,ppi
13011,Rab14,CG7956,ppi,ppi
13012,msn,wts,ppi,ppi
13013,Rab5,Mhcl,ppi,ppi
13014,Mad,bin,ppi,ppi
13015,Rab6,Ocrl,ppi,ppi
13016,chico,InR,ppi,ppi
13017,chico,InR,ppi,ppi
13018,His2B,Nph,ppi,ppi
13019,sa,tbrd-1,ppi,ppi
13020,Tsc1,Rheb,ppi,ppi
13021,COX6B,COX4,ppi,ppi
13022,Pi3K21B,chico,ppi,ppi
13023,Pi3K21B,chico,ppi,ppi
13024,Pi3K21B,chico,ppi,ppi
13025,g,Arf79F,ppi,ppi
13026,fkh,Ada2b,ppi,ppi
13027,NAT1,Drep2,ppi,ppi
13028,gro,Him,ppi,ppi
13029,gro,Him,ppi,ppi
13030,CG16815,cnc,ppi,ppi
13031,Rok,cmb,ppi,ppi
13032,Drep2,Syt7,ppi,ppi
13033,Ada2b,vnd,ppi,ppi
13034,Max,Ada2b,ppi,ppi
13035,Tor,PRAS40,ppi,ppi
13036,CG16815,maf-S,ppi,ppi
13037,Mitofilin,Opa1,ppi,ppi
13038,unk,Sin1,ppi,ppi
13039,Arf102F,AP-1gamma,ppi,ppi
13040,pum,pAbp,ppi,ppi
13041,ATPsynO,wupA,ppi,ppi
13042,gt,REPTOR,ppi,ppi
13043,gig,Rheb,ppi,ppi
13044,Mpcp2,Vps4,ppi,ppi
13045,Cam,RyR,ppi,ppi
13046,Cam,RyR,ppi,ppi
13047,His4,P32,ppi,ppi
13048,Ada2b,CrebB,ppi,ppi
13049,Sin1,PRAS40,ppi,ppi
13050,Drep2,Zasp52,ppi,ppi
13051,Adh,wupA,ppi,ppi
13052,Ada2b,Atac3,ppi,ppi
13053,Xbp1,Pif1A,ppi,ppi
13054,spag,lqfR,ppi,ppi
13055,Act79B,Lasp,ppi,ppi
13056,Act79B,Lasp,ppi,ppi
13057,Mef2,Ada2b,ppi,ppi
13058,crc,Xbp1,ppi,ppi
13059,Taf12L,tbrd-3,ppi,ppi
13060,Taf11,Taf2,ppi,ppi
13061,Taf11,Taf2,ppi,ppi
13062,bgcn,tut,ppi,ppi
13063,Arf79F,alphaCOP,ppi,ppi
13064,Drice,Diap1,ppi,ppi
13065,Drice,Diap1,ppi,ppi
13066,Drice,Diap1,ppi,ppi
13067,boss,PAPLA1,ppi,ppi
13068,gro,run,ppi,ppi
13069,Vps26,Rab18,ppi,ppi
13070,faf,Rab26,ppi,ppi
13071,Rab9,stac,ppi,ppi
13072,Fs(2)Ket,Pen,ppi,ppi
13073,Rab18,Rint1,ppi,ppi
13074,Rab9,Lrrk,ppi,ppi
13075,Rab7,zip,ppi,ppi
13076,E(spl)mbeta-HLH,ato,ppi,ppi
13077,ase,E(spl)mbeta-HLH,ppi,ppi
13078,BicD,Rab39,ppi,ppi
13079,gro,ind,ppi,ppi
13080,gro,ind,ppi,ppi
13081,E(spl)m7-HLH,E(spl)mdelta-HLH,ppi,ppi
13082,Arf51F,siz,ppi,ppi
13083,Gdi,Rab14,ppi,ppi
13084,Rab30,Sec3,ppi,ppi
13085,Rab6,Bet3,ppi,ppi
13086,E(spl)m8-HLH,E(spl)m5-HLH,ppi,ppi
13087,kay,Ada2b,ppi,ppi
13088,UQCR-14,UQCR-C2,ppi,ppi
13089,Mlc2,wupA,ppi,ppi
13090,CG16908,CG18428,ppi,ppi
13091,RFeSP,UQCR-C2,ppi,ppi
13092,CG33303,Vps4,ppi,ppi
13093,Glt,Vps4,ppi,ppi
13094,CG16815,CG7786,ppi,ppi
13095,OSCP1,OSCP1,ppi,ppi
13096,Act88F,Lasp,ppi,ppi
13097,Act88F,Lasp,ppi,ppi
13098,peb,Ada2b,ppi,ppi
13099,ATPsynbeta,Cpr78E,ppi,ppi
13100,Ada2b,tgo,ppi,ppi
13101,r,Vps4,ppi,ppi
13102,Drep2,sif,ppi,ppi
13103,Lasp,Mhc,ppi,ppi
13104,Lasp,Mhc,ppi,ppi
13105,CG14207,wupA,ppi,ppi
13106,Drep2,mfrn,ppi,ppi
13107,Arf102F,gammaCOP,ppi,ppi
13108,eIF4E1,Diap1,ppi,ppi
13109,eIF4E1,Diap1,ppi,ppi
13110,eIF4E1,Diap1,ppi,ppi
13111,eIF4E1,Diap1,ppi,ppi
13112,Cyp12d1-p,Vps4,ppi,ppi
13113,blw,ATPsynE,ppi,ppi
13114,CG7920,wupA,ppi,ppi
13115,CG16908,lqfR,ppi,ppi
13116,ATPsynF,wupA,ppi,ppi
13117,CG14353,CG16908,ppi,ppi
13118,Bug22,Ada2b,ppi,ppi
13119,Jra,Ada2b,ppi,ppi
13120,Ald,wupA,ppi,ppi
13121,Cyt-c1,UQCR-Q,ppi,ppi
13122,e(y)1,Taf12,ppi,ppi
13123,Taf4,Taf12,ppi,ppi
13124,Taf4,Taf12,ppi,ppi
13125,His3,Su(var)3-3,ppi,ppi
13126,Pfdn2,Lst8,ppi,ppi
13127,CG5854,Vps4,ppi,ppi
13128,CG9422,Thor,ppi,ppi
13129,rib,Ada2b,ppi,ppi
13130,CG16813,cnc,ppi,ppi
13131,Dcr-2,CRIF,ppi,ppi
13132,chn,Ada2b,ppi,ppi
13133,pho,Ada2b,ppi,ppi
13134,Tbp,CREG,ppi,ppi
13135,Cyt-c1,UQCR-C1,ppi,ppi
13136,CG16815,Atf6,ppi,ppi
13137,wgn,Traf6,ppi,ppi
13138,wgn,Traf6,ppi,ppi
13139,Rab19,PI4KIIIalpha,ppi,ppi
13140,rod,Rab18,ppi,ppi
13141,Traf6,Traf6,ppi,ppi
13142,Traf4,Traf4,ppi,ppi
13143,Fmr1,PQBP1,ppi,ppi
13144,Fmr1,PQBP1,ppi,ppi
13145,Rab14,CG9986,ppi,ppi
13146,Rab5,CG34126,ppi,ppi
13147,png,plu,ppi,ppi
13148,png,plu,ppi,ppi
13149,png,plu,ppi,ppi
13150,png,plu,ppi,ppi
13151,png,plu,ppi,ppi
13152,png,plu,ppi,ppi
13153,fz,aPKC,ppi,ppi
13154,DNApol-alpha73,DNApol-alpha180,ppi,ppi
13155,E2f2,Ada2b,ppi,ppi
13156,GATAd,Ada2b,ppi,ppi
13157,Hsc70-5,Opa1,ppi,ppi
13158,comm,Nedd4,ppi,ppi
13159,comm,Nedd4,ppi,ppi
13160,comm,Nedd4,ppi,ppi
13161,comm,Nedd4,ppi,ppi
13162,comm,Nedd4,ppi,ppi
13163,icln,wupA,ppi,ppi
13164,ox,RFeSP,ppi,ppi
13165,shrb,Vps4,ppi,ppi
13166,Ten-m,alpha-Spec,ppi,ppi
13167,CrebA,CrebA,ppi,ppi
13168,vg,Mef2,ppi,ppi
13169,vg,Mef2,ppi,ppi
13170,Actn,Smn,ppi,ppi
13171,Actn,Smn,ppi,ppi
13172,Ets97D,Ada2b,ppi,ppi
13173,CG16813,CG16815,ppi,ppi
13174,CG16908,rept,ppi,ppi
13175,Taf12,Taf12,ppi,ppi
13176,Vps2,Vps4,ppi,ppi
13177,gt,CG16813,ppi,ppi
13178,Myb,Ada2b,ppi,ppi
13179,RFeSP,UQCR-14,ppi,ppi
13180,Drep2,AGO2,ppi,ppi
13181,His2A,P32,ppi,ppi
13182,His2B,His4,ppi,ppi
13183,His2B,His4,ppi,ppi
13184,His2B,His4,ppi,ppi
13185,His2B,His4,ppi,ppi
13186,His2B,His4,ppi,ppi
13187,Deaf1,Ada2b,ppi,ppi
13188,Kap-alpha3,Vps4,ppi,ppi
13189,WASp,Crk,ppi,ppi
13190,mt:CoI,COX5A,ppi,ppi
13191,Cul3,Thor,ppi,ppi
13192,tj,Pif1A,ppi,ppi
13193,Ada2b,CG42724,ppi,ppi
13194,stv,Hsc70-4,ppi,ppi
13195,Ada2b,vvl,ppi,ppi
13196,EcR,DOR,ppi,ppi
13197,EcR,DOR,ppi,ppi
13198,EcR,DOR,ppi,ppi
13199,CCT3,Vps4,ppi,ppi
13200,CTCF,Ada2b,ppi,ppi
13201,Sec23,Lst8,ppi,ppi
13202,HDAC1,Su(var)3-3,ppi,ppi
13203,Lam,LamC,ppi,ppi
13204,Gpdh1,Gpdh1,ppi,ppi
13205,chico,InR,ppi,ppi
13206,chico,InR,ppi,ppi
13207,chico,InR,ppi,ppi
13208,chico,InR,ppi,ppi
13209,CG13531,Rab26,ppi,ppi
13210,png,CG34159,ppi,ppi
13211,Rab11,Hexo2,ppi,ppi
13212,fliI,Rab7,ppi,ppi
13213,TM9SF4,PGRP-LC,ppi,ppi
13214,Traf4,Tab2,ppi,ppi
13215,E(spl)m3-HLH,E(spl)mgamma-HLH,ppi,ppi
13216,ru,spi,ppi,ppi
13217,ru,spi,ppi,ppi
13218,DNApol-alpha73,DNApol-alpha60,ppi,ppi
13219,Rab6,Mkk4,ppi,ppi
13220,Ptp99A,InR,ppi,ppi
13221,Ptp99A,InR,ppi,ppi
13222,Actn,Smn,ppi,ppi
13223,His2B,P32,ppi,ppi
13224,blw,Cpr78E,ppi,ppi
13225,ATPsyndelta,Cpr78E,ppi,ppi
13226,REPTOR-BP,cnc,ppi,ppi
13227,Sin1,Lst8,ppi,ppi
13228,Drep2,CG14095,ppi,ppi
13229,Vps53,Arl5,ppi,ppi
13230,tbrd-2,tbrd-1,ppi,ppi
13231,tbrd-2,tbrd-1,ppi,ppi
13232,tbrd-2,tbrd-1,ppi,ppi
13233,tbrd-2,tbrd-1,ppi,ppi
13234,tbrd-2,tbrd-1,ppi,ppi
13235,tbrd-2,tbrd-1,ppi,ppi
13236,ProtA,Nlp,ppi,ppi
13237,ProtA,Nlp,ppi,ppi
13238,REPTOR-BP,REPTOR-BP,ppi,ppi
13239,CG2064,Vps4,ppi,ppi
13240,ATPsynbeta,ATPsynD,ppi,ppi
13241,RFeSP,UQCR-11,ppi,ppi
13242,Hr78,Ada2b,ppi,ppi
13243,tbrd-1,tbrd-1,ppi,ppi
13244,tbrd-1,tbrd-1,ppi,ppi
13245,tbrd-1,tbrd-1,ppi,ppi
13246,sls,Msp300,ppi,ppi
13247,ppk,ppk26,ppi,ppi
13248,ppk,ppk26,ppi,ppi
13249,gt,Jra,ppi,ppi
13250,Stat92E,Ada2b,ppi,ppi
13251,Mpcp1,wupA,ppi,ppi
13252,CG16813,CG7786,ppi,ppi
13253,gt,CrebB,ppi,ppi
13254,bab2,Ada2b,ppi,ppi
13255,en,slmb,ppi,ppi
13256,bru1,vas,ppi,ppi
13257,Nelf-E,Pol32,ppi,ppi
13258,nerfin-1,slmb,ppi,ppi
13259,nerfin-1,slmb,ppi,ppi
13260,sstn,SERCA,ppi,ppi
13261,eIF4G1,sstn,ppi,ppi
13262,osk,vas,ppi,ppi
13263,osk,vas,ppi,ppi
13264,osk,vas,ppi,ppi
13265,osk,vas,ppi,ppi
13266,osk,vas,ppi,ppi
13267,osk,vas,ppi,ppi
13268,osk,vas,ppi,ppi
13269,osk,vas,ppi,ppi
13270,osk,vas,ppi,ppi
13271,osk,vas,ppi,ppi
13272,sstn,lost,ppi,ppi
13273,faf,sstn,ppi,ppi
13274,sstn,Pen,ppi,ppi
13275,par-1,slmb,ppi,ppi
13276,Blimp-1,slmb,ppi,ppi
13277,per,slmb,ppi,ppi
13278,Ald,Glo1,ppi,ppi
13279,sstn,Pxt,ppi,ppi
13280,AnxB10,Glo1,ppi,ppi
13281,faf,vas,ppi,ppi
13282,Fkbp14,Glo1,ppi,ppi
13283,morgue,slmb,ppi,ppi
13284,sstn,Ranbp9,ppi,ppi
13285,SkpA,SAK,ppi,ppi
13286,SkpA,SAK,ppi,ppi
13287,mts,sstn,ppi,ppi
13288,sstn,step,ppi,ppi
13289,CG7839,Ada2b,ppi,ppi
13290,Jra,Atf3,ppi,ppi
13291,Jra,Atf3,ppi,ppi
13292,ImpL2,Thor,ppi,ppi
13293,Drep2,Cdep,ppi,ppi
13294,Sec24AB,Lst8,ppi,ppi
13295,UQCR-14,UQCR-C1,ppi,ppi
13296,gt,CG16815,ppi,ppi
13297,Lst8,PRAS40,ppi,ppi
13298,can,tbrd-1,ppi,ppi
13299,Orc3,cav,ppi,ppi
13300,Jra,Atf6,ppi,ppi
13301,pum,Pop2,ppi,ppi
13302,pum,Pop2,ppi,ppi
13303,Rel,DMAP1,ppi,ppi
13304,ATPsynD,Cpr78E,ppi,ppi
13305,ProtA,Nap1,ppi,ppi
13306,sisA,CG16813,ppi,ppi
13307,sd,Mef2,ppi,ppi
13308,sd,Mef2,ppi,ppi
13309,Vps60,Vps4,ppi,ppi
13310,14-3-3zeta,Tsc1,ppi,ppi
13311,14-3-3zeta,Tsc1,ppi,ppi
13312,Tor,pont,ppi,ppi
13313,Tbp,Taf2,ppi,ppi
13314,Tbp,Taf2,ppi,ppi
13315,Tbp,Taf2,ppi,ppi
13316,Tbp,Taf2,ppi,ppi
13317,UQCR-C2,UQCR-11,ppi,ppi
13318,14-3-3epsilon,foxo,ppi,ppi
13319,14-3-3epsilon,foxo,ppi,ppi
13320,ATPsynCF6,Cpr78E,ppi,ppi
13321,Jra,Pif1A,ppi,ppi
13322,osk,vas,ppi,ppi
13323,osk,vas,ppi,ppi
13324,osk,vas,ppi,ppi
13325,osk,vas,ppi,ppi
13326,osk,vas,ppi,ppi
13327,osk,vas,ppi,ppi
13328,Uch,Glo1,ppi,ppi
13329,ex,slmb,ppi,ppi
13330,ex,slmb,ppi,ppi
13331,ex,slmb,ppi,ppi
13332,Lrrk,Thor,ppi,ppi
13333,SkpC,slmb,ppi,ppi
13334,qin,vas,ppi,ppi
13335,rod,sstn,ppi,ppi
13336,CG10638,Glo1,ppi,ppi
13337,brat,sstn,ppi,ppi
13338,Cap-H2,slmb,ppi,ppi
13339,fabp,Glo1,ppi,ppi
13340,SkpA,slmb,ppi,ppi
13341,SkpA,slmb,ppi,ppi
13342,SkpA,slmb,ppi,ppi
13343,SkpA,slmb,ppi,ppi
13344,SkpA,slmb,ppi,ppi
13345,step,step,ppi,ppi
13346,TER94,slmb,ppi,ppi
13347,cnn,sstn,ppi,ppi
13348,Mpcp2,sstn,ppi,ppi
13349,CG13088,slmb,ppi,ppi
13350,SAK,slmb,ppi,ppi
13351,SAK,slmb,ppi,ppi
13352,SAK,slmb,ppi,ppi
13353,SAK,slmb,ppi,ppi
13354,SAK,slmb,ppi,ppi
13355,His3,Nph,ppi,ppi
13356,d4,Ada2b,ppi,ppi
13357,Dg,alpha-Spec,ppi,ppi
13358,cona,corolla,ppi,ppi
13359,RFeSP,UQCR-Q,ppi,ppi
13360,fln,wupA,ppi,ppi
13361,Jra,CG7786,ppi,ppi
13362,CG16734,CG16908,ppi,ppi
13363,His2B,His3,ppi,ppi
13364,His2B,His3,ppi,ppi
13365,His2B,His3,ppi,ppi
13366,His2B,His3,ppi,ppi
13367,raptor,Sin1,ppi,ppi
13368,Tsc1,Lst8,ppi,ppi
13369,unk,Thor,ppi,ppi
13370,Dg,Dys,ppi,ppi
13371,Dg,Dys,ppi,ppi
13372,wal,MRP,ppi,ppi
13373,Glt,scf,ppi,ppi
13374,Chc,Glt,ppi,ppi
13375,scu,Pgk,ppi,ppi
13376,Adh,CG34205,ppi,ppi
13377,Calr,Fkbp12,ppi,ppi
13378,CG2691,Srp72,ppi,ppi
13379,CG9947,Gp93,ppi,ppi
13380,Fkbp12,scu,ppi,ppi
13381,Arf79F,RpS15Ab,ppi,ppi
13382,l(2)37Cc,CG5174,ppi,ppi
13383,CG6712,Lst8,ppi,ppi
13384,CG31694,CG32344,ppi,ppi
13385,Ost48,Sc2,ppi,ppi
13386,Dlc90F,spheroide,ppi,ppi
13387,Ccs,Arc1,ppi,ppi
13388,CG4822,CG12012,ppi,ppi
13389,Sc2,jagn,ppi,ppi
13390,RpS5a,Cnx99A,ppi,ppi
13391,LanA,LRP1,ppi,ppi
13392,Wdr82,CG1129,ppi,ppi
13393,Rpn6,Prosbeta7,ppi,ppi
13394,Fim,TER94,ppi,ppi
13395,Sf3b1,Sf3b5,ppi,ppi
13396,Sf3b1,Sf3b5,ppi,ppi
13397,ND-PDSW,Mpcp1,ppi,ppi
13398,Got1,CG1532,ppi,ppi
13399,Rap1,CG15098,ppi,ppi
13400,Prx2540-2,CG14715,ppi,ppi
13401,wal,UQCR-6.4,ppi,ppi
13402,Rs1,Ns1,ppi,ppi
13403,Trxr-1,CG8036,ppi,ppi
13404,Df31,CG10265,ppi,ppi
13405,Moe,p23,ppi,ppi
13406,Calr,Tctp,ppi,ppi
13407,Cyp1,Tango2,ppi,ppi
13408,Gapdh1,RpS15Ab,ppi,ppi
13409,Bacc,fabp,ppi,ppi
13410,ATPsynD,CG12170,ppi,ppi
13411,ND-20,ND-20L,ppi,ppi
13412,CG11596,CG16885,ppi,ppi
13413,Act79B,Prm,ppi,ppi
13414,r,mEFTu1,ppi,ppi
13415,up,Scp1,ppi,ppi
13416,ScsbetaG,Cyp12d1-p,ppi,ppi
13417,mEFTu1,CG12262,ppi,ppi
13418,COX5A,TpnC4,ppi,ppi
13419,vkg,CG3008,ppi,ppi
13420,Hmgs,Cyp6d4,ppi,ppi
13421,alt,Srp72,ppi,ppi
13422,Mlc1,Mf,ppi,ppi
13423,Tim8,CG34132,ppi,ppi
13424,AIF,CG1603,ppi,ppi
13425,Eb1,capt,ppi,ppi
13426,Syb,Use1,ppi,ppi
13427,UQCR-6.4,CG5028,ppi,ppi
13428,Kap-alpha3,CG10425,ppi,ppi
13429,Past1,CCT7,ppi,ppi
13430,CG2862,GstO3,ppi,ppi
13431,Use1,Membrin,ppi,ppi
13432,Acon,ND-18,ppi,ppi
13433,Acon,ATPsynCF6,ppi,ppi
13434,ix,MED6,ppi,ppi
13435,CG2862,CG10576,ppi,ppi
13436,Rpt5,Rpn3,ppi,ppi
13437,bor,Pp2A-29B,ppi,ppi
13438,rdgB,Ask1,ppi,ppi
13439,Actn,Mhc,ppi,ppi
13440,CG15717,Prosalpha2,ppi,ppi
13441,betaTub85D,Pex5,ppi,ppi
13442,Hel25E,spidey,ppi,ppi
13443,mtSSB,Fpps,ppi,ppi
13444,Cdk8,Usp10,ppi,ppi
13445,CG1416,CG12262,ppi,ppi
13446,EndoGI,CG5174,ppi,ppi
13447,Plod,Tep4,ppi,ppi
13448,awd,HmgD,ppi,ppi
13449,CG2862,RhoGDI,ppi,ppi
13450,Act79B,Mlc2,ppi,ppi
13451,CG14036,CG18787,ppi,ppi
13452,Sec61alpha,Karybeta3,ppi,ppi
13453,Rpn7,Rpn9,ppi,ppi
13454,Glt,CaBP1,ppi,ppi
13455,CG15098,UQCR-C2,ppi,ppi
13456,Pgk,Mdh2,ppi,ppi
13457,CG3542,l(2)37Cb,ppi,ppi
13458,PHGPx,Pgk,ppi,ppi
13459,Stip1,CG8036,ppi,ppi
13460,Cen,cmet,ppi,ppi
13461,CG3436,CG4849,ppi,ppi
13462,Ldh,UQCR-C2,ppi,ppi
13463,CCT6,UQCR-C2,ppi,ppi
13464,ScsbetaG,UQCR-6.4,ppi,ppi
13465,Fkbp14,fabp,ppi,ppi
13466,wal,Rpn1,ppi,ppi
13467,dsh,boca,ppi,ppi
13468,CG6610,LSm3,ppi,ppi
13469,Larp4B,CG10077,ppi,ppi
13470,Tapdelta,CG11857,ppi,ppi
13471,ox,CG12262,ppi,ppi
13472,Cp1,mEFTu1,ppi,ppi
